id,name,longitude,latitude,adname,中类,小类
B00140BZXJ,广州市艺术中学,113.2794831423887,23.1328088350937,越秀区,学校,中学
B0HDVZXWNB,广州市东风实验学校,113.30177175175233,23.13476333164464,越秀区,学校,中学
B00140UG5J,广州市华侨外国语学校(华侨新村校区),113.28532201924168,23.14105886357298,越秀区,学校,中学
B0FFI8LT9R,广州市执信中学(水荫路校区),113.30853504724294,23.14183438179573,越秀区,学校,中学
B0FFICPTK1,广州中学(名雅校区),113.32476715237024,23.13711256691096,天河区,学校,中学
B00140AI66,华南师范大学附属中学,113.3393976204369,23.140121977415784,天河区,学校,中学
B00140SE0R,广州市第一一三中学陶育实验学校(暨南校区),113.33951088071936,23.133133570246265,天河区,学校,中学
B0J1THIG89,广州中学(天阳校区),113.3347043336093,23.14680492116272,天河区,学校,中学
B00140JAXB,广州市第四中学高中部锐园校区,113.24332510218352,23.131483780913168,荔湾区,学校,中学
B0H2DUEVMJ,广州市荔湾区聚贤中学(雁园校区),113.24160015639286,23.131016836982624,荔湾区,学校,中学
B0IAJBN47P,市第四中学,113.2424830769056,23.13224842290221,荔湾区,学校,中学
B00140HAGB,广州市第四中学丰宁学校,113.2491245823844,23.12509997482635,越秀区,学校,中学
B0FFGBW0VC,越秀巡警三中,113.25236945420296,23.125301120622105,越秀区,学校,中学
B0FFGOGF07,广东华侨中学起义路校区(广州起义路),113.2587161084918,23.12483765649424,越秀区,学校,中学
B0FFIBG84Q,广东华侨中学起义路校区初中部,113.2586861275797,23.12484566927684,越秀区,学校,中学
B0FFFRHNDA,广东华侨中学(起义路校区),113.25972242557523,23.124900073921605,越秀区,学校,中学
B00141S2I9,广州市南海中学(初中部),113.24653375957338,23.13124482162506,荔湾区,学校,中学
B00140SBWH,广州市南海中学,113.2466566805204,23.132096468891994,荔湾区,学校,中学
B0FFHQR74V,广州市荔湾区四中聚贤中学(装修中),113.24418207453758,23.131067971874334,荔湾区,学校,中学
B00140TZTT,暨南大学附属中学,113.34489252433868,23.13728542266344,天河区,学校,中学
B0FFG80WSW,广州市知用学校,113.25429112014122,23.132417601798103,越秀区,学校,中学
B00140UETD,广东实验中学(初中部),113.27225757047115,23.128720580842177,越秀区,学校,中学
B0H2LA3UON,广州市第三中学实验学校,113.2537029537729,23.124133161981973,越秀区,学校,中学
B0FFJMIHM5,广州市第四中学津园校区,113.2334380026857,23.12596073049416,荔湾区,学校,中学
B00140ANSN,广州市第二十六中学,113.2655277280091,23.110557011288066,海珠区,学校,中学
B00140EAEC,江南大道中小学,113.26566876208526,23.108132900621143,海珠区,学校,中学
B0FFJG15GL,广东实验中学(初中校区),113.27299974886128,23.128130063373185,越秀区,学校,中学
B00140BLBB,广州市十三中学(豪贤校区),113.26813384541656,23.13118545674532,越秀区,学校,中学
B0FFHI3ROY,广州市五中滨江学校(怡趣校区),113.28763781344396,23.104681354306777,海珠区,学校,中学
B00140U98X,南武实验学校,113.28174709687352,23.100777081024965,海珠区,学校,中学
B0FFFP1T82,华南师范大学附属中学(北门),113.34011912263892,23.141828000850616,天河区,学校,中学
B00140AQWT,广州市第六中学,113.30144668976762,23.10050790274317,海珠区,学校,中学
B0JDGSUX09,广州市南武中学附属学校,113.26973460384004,23.110190578706,海珠区,学校,中学
B00140BESK,广州市绿翠现代实验学校西校区,113.28505615219083,23.10070367134007,海珠区,学校,中学
B0FFFZD54U,广州市第十三中学初中部,113.26429586143836,23.12485110013756,越秀区,学校,中学
B0FFFPXPHR,广州市第十三中学(高中部),113.26517989963617,23.127564336325094,越秀区,学校,中学
B0FFFW14ND,广州市第十三中学(南校区),113.26436481780128,23.124611146669785,越秀区,学校,中学
B00140TYNW,广州市天河中学(珠江新城校区),113.31438739919054,23.12426753719102,天河区,学校,中学
B0G1FSLZU7,广州市天河中学·高中部,113.31451813308615,23.124249297852195,天河区,学校,中学
B0FFLB916N,华南师范大学附属中学初中部,113.33716181376217,23.14212924179152,天河区,学校,中学
B001402301,广州市第十六中学,113.28441338170522,23.126749864489543,越秀区,学校,中学
B00140CHQG,天荣中学,113.3147840595939,23.132041644951915,天河区,学校,中学
